rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
,,,,,,,,,,,,,,,,,
3.375,Extremely Disappointed,Eugene ,07/11/2009,,,4,5,4,4,,2,3,3,2,"This is my third Infiniti after driving an '04 FX and an '05 G35, which I enjoyed tremendously. I had to have what was marketed as a new and improved FX for '09. I think the new styling is incredible. However, I have never been so unhappy with a vehicle's performance. I'm beside myself - I just threw away $40K+. In slow and go traffic, the shifting is all over the place while it attempts to find the right gear. Unless I'm able to drive aggressively, I find the 7-speed transmission unacceptable. From a stop it performs great. Once at about 22 mph is where I realize issues. Several times, when coming to a stop I thought I got bumped from the rear as the car has lunged - it's just not smooth. :(",Styling,Go back to a 5-speed transmission and add an automatic lift tail-gate.  I'm a bit relieved to hear others have experienced the same thing.
,,,,,,,,,,,,,,,,,
3.625,Miss my old FX35,Amir ,07/07/2009,,,5,5,4,5,,2,4,3,1,"I had the 1st FX for 5yrs. Loved the car. So I had to get the new one. Big mistake! Great gadgets, great look! But the new transmission takes away all the joy! It downshifts like someone driving a stick shift for the 1st time. Very lazy, not smooth, brakes are horrible. The car downshifts and accelerates in traffic at the same time and it's in gear 6 or 7 when you're driving 30 miles. So to accelerate the car your really have to kick down hard and it takes days for the car to respond. My experience has been so bad, I'll be changing the car soon. ",,
,,,,,,,,,,,,,,,,,
4.875,Great SUV!!,Les ,06/18/2009,,,5,5,5,5,,5,5,4,5,"Traded in 2007 FX35 and got top dollar plus great deal on the 2009 FX. 2009 is much more comfortable: upgraded leather, cooled seats. Premium & touring packages made this a must buy. New front end a little strange but it is a sharp looking SUV and I get questions about it wherever I go. A/C keeps the car cool even in Mississippi summers. Quieter on the highway too.  Will keep it.","XM radio, cooled seats.",Almost perfect as is. For this price navigation should be standard but a good Garmin will fit the bill.
,,,,,,,,,,,,,,,,,
4.375,Great Performance Vehicle!,Jaimarsh ,06/18/2009,,,5,4,4,4,,5,5,3,5,"This is a great vehicle.  Performance is outstanding, and the fit and finish is of the highest quality - truly a luxury car.  Rear interior space is somewhat limited compared to a ""regular"" crossover SUV, but is still more room than a sedan.  The limited rear visibility is not a serious problem, but it means that the back-up camera is an absolute must- have.  Mileage has been poor (16 mpg) on mostly in-town driving, but you should not be buying this car for great mileage. The handling is great, but the car seems to have a slight hesitation when it down-shifts while coasting at slow (below 20 mph) speeds.  Don't know if that is due to CVT or something else. Overall, one great vehicle!","Back-up (surround view) camera, navigation system, climate controlled seats, and interior finish. ",Better mileage would be nice.  
,,,,,,,,,,,,,,,,,
4.875,My 3rd FX 35AWD,BRUCE ,06/09/2009,,,5,5,5,5,,5,5,4,5,"This is the best FX to date. Got prem/navig./tech - way superior to the 06&07 models, handles and rides much better. Great pickup, excellent brakes, fit and finish far better, navig., around view camera excellent. Styling is a love/hate - no cookie cutter here. Unique and bold - a true sports truck. Best bang for the buck. Acura, BMW - no comparison... electronics styling way beyond the competition.","Love the around view camera and sonar, very easy to park, cooled seats nice on a hot day, state of the art navigation tech pkg has vehicle practically driving itself, new seats hug you with great support","Auto close rear lift gate/put compass back on the mirror/power up rear seats after they are folded down, 7 speed tranny searches for the right gear, a little more cargo room, soften up the seats"
,,,,,,,,,,,,,,,,,
4.5,Great SUV but 7spd leaves questions,John ,05/27/2009,,,5,5,5,4,,4,5,4,4,I've had the FX35 for a little over a month now and it has been a blast to drive.  Interior layout is very clean & well thought out. Everything flows perfectly.  I know some don't like the exterior but it has grown on me. I would recommend getting the Deluxe Touring package which gives you the 20 inch wheels. The 18s are a bit small compared to the size of the FX.  All the tech features work well. The Nav has room for improvement. You can't use the all the features when in motion. The search function needs to be more customizable.  Its 7spd tranny is way too slow to respond. It hunts for the right gear in traffic. It has slipped a couple of times. They should have left the old 5spd in.,Interior layout & tech features. Seats are very comfortable. Around view camera is helpful.,The gearing for the 7spd needs to be revised. It shifts to 6th gear once you let go of the gas. Highway passing is dangerously slow. You need to be in DS mode and use paddle shifters to get best response. Unlock full nav functions while driving.
,,,,,,,,,,,,,,,,,
5,I love my FX,Anthony N. ,05/08/2009,,,5,5,5,5,,5,5,5,5,"Coming from 3 consecutive BMW coupes, this car is a pleasure to drive.  No more worries about pot holes and low profile tires.  Hoping Japanese quality will treat my wallet better after the warranty runs out.  Handling is extremely responsive, braking was surprisingly better than I would have thought for a heavy SUV.  No regrets at all.",360 cam satellite radio trial period.  I think I will be renewing. Interior design bird's eye navigation.,"Lack of power trunk limited inventory in my area, I had to sacrifice on touring package option."
,,,,,,,,,,,,,,,,,
4.875,Awesome!!,Hiren ,05/07/2009,,,5,5,5,5,,5,5,4,5,"I wanted to buy a sedan but after I drove this one I fell for it. It has great handling like a sport sedan, the exterior and interior is of superb quality and overall drives great! I suggest you buy it with the nav and the tech package and you will have everything under the sun!! The mileage is same as any V6 300hp car produces.","The handling and traction on the road, the exterior, navigation with traffic control and the hard drive!",good to have more cargo space
,,,,,,,,,,,,,,,,,
4.75,Very impressed,Brunoblake ,05/03/2009,,,5,5,5,5,,5,4,4,5,"Just picked up my new FX35 - only got the premium package, but it is plenty since the car comes fairly loaded! Excellent engine performance (same dual- throttle V6 as the new Z), redesigned interior is on par with Lexus and Mercedes, and the cost is fair for what you get. Believe it or not, I bought it partially because it is family- friendly: the rear seats fit three booster seats with room to spare!","iPOD integration, paddle-shifters, cooled seats, 7 speed transmission.","Use real metal for the front grill, larger sunroof, integrate the radio presets with the key fob. "
,,,,,,,,,,,,,,,,,
4.875,2009 FX35,jayrandall ,04/29/2009,,,5,5,5,5,,5,5,4,5,"This is my second FX35.  I turned in a RWD '06 with Sport and Touring only.  The new vehicle (AWD, Premium, Nav and Deluxe) takes the FX to a new level.  Much tighter vehicle all around, better craftsmanship, it's a whole new world.  The car is a joy to drive, and when you are on the highway, the drive is remarkably smooth.  Highly recommended.   I chose the Liquid Platinum and Java leather combo.  With the 20"" rims, the 'silver on silver' look works.","The Navigation / GPS, iPod adapter.  The welcome light feature - very cool.  The overall design of the seats, and quality of leather.","In Reverse, both side view mirrors should tilt down.  Who has time to choose Left or Right (mirror) which is the way it is designed today?"
,,,,,,,,,,,,,,,,,
5,Infiniti is on a roll!  ,CompGeek8157 ,04/10/2009,,,5,5,5,5,,5,5,5,5,"I used to have an 07 G fully loaded and used to have an FX before that. So I know what I'm getting into and I'm not disappointed at all. This new FX35 is as fast as the previous gen FX45. The 7 speed auto is really good while cruising on the highway. The rpms stay around 2500 for 75 mph. Not bad for a vehicle of this size. I got the AWD, Prem, Nav, Deluxe touring. I would say the Deluxe touring is a must have. The 20"" look awesome on the FX. Over all it blows the competition out of water. No plastic wood no cheap stuff. Good sound insulation when compared with the G. Absolutely no rattles and everything is very tight and solidly built.  ","AFS, Push button ignition, Nav. 20 inch wheels, and heated/cooled seats. :)",Auto close of the mirrors on off. Heated steering wheel. Compass in the rear view mirror (Why was it removed in the 1st place). May be a stand alone ICC option.
,,,,,,,,,,,,,,,,,
3.875,"Great car, not comfortable",Tim ,04/09/2009,,,5,3,5,5,,4,3,2,4,"For a high end SUV the FX35 competes well, with some really nice features and tight solid construction. The controls are intuitive and usable, its nav system works great and the feature set is impressive.  Comfort is a real drawback. The seats are good, but rear seating is cramped and there is limited cargo space. Space in the front seats is limited as well, with none of the little cubby holes and slots I am used to seeing in well designed cars.  The ride is one word - punishing. You will feel every bounce and bump in the road.  Pass on the technology package, it is annoying, constantly beeping and interfering with your driving style. ",,
,,,,,,,,,,,,,,,,,
5,From '07 G35 to the FX...Nice Surprise!,JC ,04/01/2009,,,5,5,5,5,,5,5,5,5,"2nd Infiniti. I had a 2007 G35X and absolutely loved it, but changed jobs and had to drive down the Turnpike every weekend and the drive wasn't so fun anymore.  The FX performs and even drives like my G did, except it is a lot smoother.  I really enjoy the IPOD interface.  I agree with some of the bloggers about the 7speed transmission. I notice a slight hesitation when I am accelerating from 35 to 55 (very slight though). Having come from a G35, I find that I can't feel 80mph when driving... the car is that smooth. I purchased the NAV,Premium, Deluxe touring and enjoy the 360 cameras. Test drove the BMW and was very disappointed with drive and available technology features - Germans need help!","360 Camera (very user friendly), IPOD interface, voice commands nav, Adaptive headlights",7 speed Automatic Transmission
,,,,,,,,,,,,,,,,,
4.875,My 2nd FX35,msu79gt82 ,04/01/2009,,,5,5,5,5,,5,5,4,5,"I like the 09 MUCH better than my old 04!  Smoother quieter ride with a much more refined interior (definitely the nicest interior of any car I've owned; including 3 Acura's and 2 other Infiniti's). I think the exterior styling is an improvement and think it looks good. I prefer the new ""wavey"" grill to the old ""dimpled"" grill.  Its definitely not the plain vanilla car most folks drive (how many RXs are there on the road?). Mileage is OK (about what I expected); I am puzzled by a previous reviewer giving a 20.2 average mpg a rating of only 5?  Infiniti has the nicest most compact key fobs on the market - great for guys who hate a lot of stuff in their pockets.  A great fun to drive car!!","Technology is as useful as it is amazing; All-Around View, w/ sonar system, is very useful (easiest car to park I've owned), excellent Nav system (that I like better than Acura's), I like the safety aspect of having LDW, IBA/FCW, and DCA, and the Intelligent (laser) Cruise in nice. Welcome lighting.",Fully automatic tailgate on a car this expensive would be nice.  And I miss the dedicated compass on the rearview mirror.  The lower trim should have been color matched to the paint (not as noticeable on the darker colors).  Adaptive Front Headlights SHOULD be in the Tech rather than Deluxe Package.
,,,,,,,,,,,,,,,,,
4.875,Excellent but still room for improvement,khl ,03/24/2009,,,5,5,5,5,,5,5,4,5,"Review after 1500 miles (Tech/Nav/DlxTour/Prem/Ent): Ample power/torque with responsive steering and braking make this a SUV that drives like a sport sedan. A joy to drive, but a manual transmission option would even be better. Very comfortable quilted leather seats with side bolsters and memory positions. While not as quiet as some luxury cars, the excellent Bose system compensates for any exterior noise that does intrude. All-around cameras make tight parking a snap. Attaining reasonable 20 mpg combined. Power latch on rear hatch is nice, but only emphasizes the missing auto-close feature seen with the competition.  Built-in nav DVD means upgrading maps in future requires Infiniti service.",Ipod link; self-retracting seatbelts; cord pass-thru from console 12V; sweep of dial at engine start; around-view camera; touch screen nav; push-button start; heated/cooled seats; reclining rear seats; laser cruise control; paddle shifters; brake-assist warning; bluetooth for handsfree phone.,Needs: auto-dim side mirrors; retained power to fold mirrors after engine off; compass on mirror; higher-res rear DVD monitor; side turn markers on mirrors; power hatch; more interior ambient lighting; rear kick plates to match front; LED plate lights; lit homelink buttons; rear window auto up/down
,,,,,,,,,,,,,,,,,
5,The greatest SUV I've ever driven!!,John ,03/21/2009,,,5,5,5,5,,5,5,5,5,"This SUV/crossover will turn heads!! The greatest I've ever driven, nothing like '08 model. The acceleration is quick & brakes are responsive. The fronts seats are so comfortable even for me (I'm 6'03) The back seats are a little bit of a tight fit for taller passengers. Parallel parking in tight spots with the all-around view camera is so easy. The navigation is fairly easy to use.  The 20"" wheels complete the look nicely, I recommend them highly. This is just a beautiful classy car that is so fun to drive.","Exterior styling, 20"" wheels, all-around view camera. ",Tight fit in back seats for taller passengers.
,,,,,,,,,,,,,,,,,
4.5,Love it!,Travis McGee ,03/10/2009,,,4,5,5,5,,5,4,3,5,"Had a 2002 MDX, and was negotiating for an '09, but one test drive of the FX35 and I was done. If you're looking for a crossover that's fun to drive, you'll love the FX. Not as roomy or comfy as the MDX, but that's not the point, is it?","Sexy styling, both int. and ext. Fun to drive. Solid ride. Euro-feel suspension. In-seat a/c. Navigation and blue-tooth voice activated phone connection.",Very space challenged. Why no auto-lift and close tailgate? Seats a little hard. Hope they break in. 
,,,,,,,,,,,,,,,,,
4.5,Very Good but not great.,renelms ,02/26/2009,,,5,5,5,5,,5,4,3,4,"My first Infiniti and I am impressed in almost every way.  The car is almost great.  The all around view camera is amazing and surprisingly useful.  I opted away from the Tech. package because I found it very annoying.  Only complaints: 1) On most roads the ride is good but on some rough aggregate roads it is both noisy and a little rough.  2) Transmission is a little slow to downshift for passing.  Not bad, but not that good either.  Overall gas mileage has been 20.2 thru 2300 miles.  Overall I think it is a very good and sporty ride and I found it to be very comfortable during a 600 mile day of driving.  Limited interior storage and space needs to be considered closely. Buy it! ",The birds eye view camera is simply amazing and very useful. This is technology that is useful every day. Air conditioned seats cannot be over rated and the navigation system is very easy to use. ,Get rid of that ugly front grille.  It  looks out of place on a first class car.  More interior storage.
,,,,,,,,,,,,,,,,,
4.875,Great Crossover,David ,02/09/2009,,,5,5,5,5,,5,5,4,5,Replaced my 2005 FX 35 when the lease expired with the new 09. Great SUV with the deluxe and premium packages that have the 20 inch wheels. It is certainly an upgrade from the 05 with nicer interior and better ride. It seems that there is more leg room  in the front in the 09. In city driving the 7 speed transmission seems to change frequently but on the hwy it is really smooth. This would be my only complaint.,Upgraded interior particularly the dash and color combo on the dials and the ride.,Improve the 7 speed transmission.
,,,,,,,,,,,,,,,,,
4.25,"2009 FX35, stylish fun with practicality",nyalgaidin ,02/08/2009,,,5,4,4,4,,4,5,3,5,"FX35 AWD 2009 Platinum Graphite/graphite with Premium, Navigation, splash guards, illuminated step.  For the price, this SUV has superb value and retains most of the excitement of a G35/M35 while increasing refinement and space.  Rides smooth and solid, like a tank on rollers and is amazingly agile for its size.  Fits 4 adults perfectly.  Classy yet contemporary interior is intuitive and instantly driver friendly.  Advanced technology such as 360* view cameras, fast navigation, powerful speakers, and smart lighting makes for a convenient and practical ride.  7 gears makes for better mileage and efficiency.","1. Backup and 360* cameras, absolutely needed for SUVs 2. 303HP engine that roars when needed, silky smooth when cruising 3. Keyless 4. Fold in both side mirrors with a touch of a button 5. 4 level adjustable headlight height 6. Great colors and interior lighting 7. 7 gears 8. Cooling seats","Being incredibly detail minded:  1. Minor interior finishes rougher than a $44k SUV should be (steering wheel edges, paddle shifter corners, etc) 2. At this price, there should be more settings to control speakers such as low bass, high bass, mid, high, very high treble 3. Needs full auto rear door!"
,,,,,,,,,,,,,,,,,
4.625,What were they thinking?,Steven ,01/19/2009,,,3,5,5,5,,5,5,4,5,"This is our 3rd FX35 since 2003, our 8th Infiniti overall since then. This blows away my 2003 and 2007 FX35.  However, two issues that they fell asleep on. They took away the compass on the mirror, and the compact flash reads some things and misses others. No current support on that issue.  The compass was useful when navigation did not have an address in its database. Now, forced to look at the little compass on the nav screen and figure out which way you headed.  It takes a few seconds to figure it out when you could just look at your mirror and see the direction by letters. The cd harddrive takes forever to copy songs into memory, basically useless.  Compact flash very picky and fussy.",Bose sound system is outstanding. Dashboard illumination is tops. Air/heated seats.  All around camera.,"Make the knobs for the radio/air systems bigger. It's an oversized vehicle and the controls are used in the small G37. Make the compact flash player more user friendly and it's menu options wider. Basically only one way to use with no configurable options. For music lover, you'll be disappointed   "
,,,,,,,,,,,,,,,,,
4.75,Second FX35,Dave ,01/17/2009,,,5,5,5,5,,5,3,5,5,"I traded a 2005 FX35 for a 2009 FX35. Got all the bells and whistles with this new model. I love (most) everything about the car and generally agree with all of the posts here; however, there is one thing that is a negative. The front seats are quite a bit HARDER than the old model. I believe the seats had to be redesigned to provide for their new airflow. They are a bit like slightly uncomfortable shoes. If I were younger (I'm 45) I would not have noticed; however, the older one gets, the more things, in general, become uncomfortable! I still love this car. The seats are my only gripe!","iPod interface, navigation, sound system, back-up camera, scratch resistant paint, rain-sensing wipers.",Seats too hard
,,,,,,,,,,,,,,,,,
4.5,Back to the Future FX,BManFX ,12/24/2008,,,5,5,5,5,,5,5,2,4,"Lease ended on my 07 M35,  and went for the new 2009 FX35.  Got the Premium Package , Nav Package and Technology Package.  Did not get the  20"" wheel package.  The 20s still make the car ride too rough and cost a lot more to replace than the 18s .  Really like all the improvements in the car. The ride is 100% better than the previous model and even quieter than my 07 M35.  It still is a bit rough if you are into a Lexus cush, but I think a lot of folks will like the balance of sport and lux.  Tech features are amazing and really work!! A lot of this will become standard in the future on all cars.   Check it out!",All the high tech safety features on the tech package. Nice nav upgrades from previous version. Nicer leather than before (softer quilting is worth the $).,Still can make the ride more compliant. Make the nav screen bigger. Better stereo with 5.1 sound like the M class   
,,,,,,,,,,,,,,,,,
4.875,Best SUV I've ever driven,Andre ,12/13/2008,,,5,5,5,5,,5,5,4,5,"Traded my 2006 Acura MDX for 2009 FX35. Tried 2009 MDX- didn't like it. FX drives almost like a sports car, not like an SUV. Great handling, nav. system and back up camera are beyond belief, great leg room. Exterior is unbelievable, looks very aggressive. In my opinion, FX beats MDX hands down, except, of course, for the utility part. Luggage room is practically non-existent. Two weeks ago I drove six people and 5 suitcases in my MDX. Definitely won't be able to do it in FX. Other than that it's an unbelievable vehicle!","Exterior, handling, electronics",Luggage space
,,,,,,,,,,,,,,,,,
4.125,Awful Trans!!,Mark M. ,11/25/2008,,,5,5,5,5,,3,4,3,3," I had the 2003 FX35 and I loved it. So I just had to have 2009. I like the improved interior and the new look, but the ride is still hard. My main problem is the 7-speed transmission. The car only accelerates smoothly when rapidly accelerating. Accelerating from about 25 mph or 45 mph is awful. It never seems to know what to shift in too. Its a nightmare when driving in traffic because it keeps downshifting and then it lags when it should up shift. I end up using the paddle shifters to make the trans do what it should be doing on its own. I was thinking it was only my car and maybe something is wrong with my trans, but I see that someone else had the same issue. ","Voice commands, keyless entry, navigation and real-time-traffic, internal hard drive, iPod connection and around view camera.","Reprogram the transmission, smoother ride."
,,,,,,,,,,,,,,,,,
4.375,Almost,Jonathan ,09/22/2008,,,5,4,5,5,,4,5,3,4,"This is a replacement of my 2005 FX35, which I liked this has improved comfort, seats and ride.  My main problem is the awful 7-speed transmission, badly programmed.  This is supposed to be a sporty car.  The car only accelerates smoothly when rapidly accelerating. Accelerating from about 25 mph or 45 mph requires full accelerator to get a downshift or nothing happens quickly. Around those speeds the transmission cant seem to make up its mind and makes it hard to maintain a constant speed with frequent downshifting. I have never owned a car with such inconsistent throttle response.",,
,,,,,,,,,,,,,,,,,
4.75,My New 2009 FX35,Mike Sheridan ,09/13/2008,,,5,5,5,5,,5,5,3,5,"I love this vehicle!!  I test drove every SUV on the market before buying this one.  I drove the Porsche, Benz, the Toyota, Lexus, Ford, Dodge, and the BMW.  None compare with the comfort and goodies that come with this one.  Did I say I love it?? I owned a BMW X5 before buying this vehicle and there is no comparison in the ride, feel and comfort.  This vehicle is by far the most outstanding of all the SUVs on the market. ","Voice commands, handling and ride, keyless entry, navigation and real- time-traffic, internal hard drive (I've loaded all my CDs and there is still plenty of space on the hard drive).  iPod connection.",USB thumb drive connection.  Customization of the voice commands to allow for tuning to a favorite station by voice.  Easier sorting and access to the stored albums on the hard drive.
,,,,,,,,,,,,,,,,,
4.75,Great Upgrade from my 1st Gen 2003FX!! ,NEGOC8R ,09/09/2008,,,5,5,5,5,,5,4,4,5,"Traded in my 2003 fully loaded FX35 for the 2009 with everything except for DVD this time.  Like others wasn't crazy about looks such as grille and new color choices but, my Mojave Cooper w/mad-frown and wide arched hood has really grown on me. The DCA technology is the most impressive, actually pushes back off gas pedal and applies brakes when it detects a car in front, even in stop and go traffic. Other music and nav tech features are really fun. I don't understand how they made it faster and yet get slightly better MPG too, have not averaged below 20 yet after 2K miles. Braking and handling has also improved much over my 2003.   ","Distance control assist, rain sensing wipers, paddle shifters, iPod Interface and recordable music hard drive.","Auto gate lift gate,  stereo w/improved subwoofer & headrest DVD option, and trailer hitch pre-installed."
,,,,,,,,,,,,,,,,,
4.75,2009 Infiniti FX35,TulsaFX ,08/26/2008,,,5,5,5,5,,5,5,3,5,I traded a 2005 FX35 for the 2009 FX35.  At first I wasn't crazy about the looks but the much improved interior and ride comfort outweighed appearance.  Now after having the car a month I really think it's cool.  I really loved my 2005 and would have kept it had Infiniti not made such great improvements.,"Voice recognition, sound system, iPod interface, bluetooth, nav system","Automatic liftgate and fold down rear seats like what's on the Murano, gas mileage"
,,,,,,,,,,,,,,,,,
5,Dynamite,Paul ,07/26/2008,,,5,5,5,5,,5,5,5,5,"Love this FX after 750 miles. Had the previous generation, and the 2009 is better in all respects. Mileage, comfort, gadgets, looks, braking, performance. Great ride.",,
,,,,,,,,,,,,,,,,,
4.875,An honest review of the new FX-35,Happy FX owner ,07/25/2008,,,5,5,5,5,,5,5,4,5,"I am a previous FX-35 owner.  I recently upgraded to the 2009 version.  The ride is MUCH smoother compared to the previous model.  The technological advances are amazing.  The navigation system is better than Lexus.  The radio is fantastic, including the iPod interface allowing you to fully manipulate the iPod using the Infiniti screen.  The tip-tronic shift system is fun to use.  You can use the stick shift or the paddles next to the wheel to up shift and down shift.  The interior and dash board are much nicer now.  I highly recommend the navigation system and the Technology package.  The dynamic cruise control is very useful.  I would VERY highly recommend this car, no questions asked. ","iPod controller, dynamic Cruise control, tiptronic shifter via shift stick or steering wheel paddles, dashboard with multiple colors not just yellow, heated and cooled seats, lane departure system actually helps to compensate for poor attention span, all-around camera view is very helpful","The trunk space has a built in expandable ""box"" that takes up excess room.  At this point it is truly hard to think of any improvements"
,,,,,,,,,,,,,,,,,
4.75, A delight to own and drive.,Pat Davis ,07/20/2008,,,5,5,5,5,,5,5,3,5,"Road performance outstanding by any measurement. Handling, acceleration, braking all exceed previously owned similar class vehicles. The obvious concentration on fit, finish, interior design  and updated electronics set off by the very pleasing and contemporary exterior combine to provide an outstanding ownership experience.","Handling, design and versatile electronics including navigation, information, front, rear and side obstacle visual and oral presentation.",Exterior mirrors should fold automatically with engine shutdown. Fuel consumption needs reduction.
