rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
4.625,IT's nice but,George ,10/18/2009,,,5,5,4,5,,5,4,4,5,"I have owned a Lexus LS 430 for six years.  When I test drove and purchased the Genesis 4.6, it was compared to Lexus and BMW.  My Genesis has several little problems that my dealer claims is on all the Genesis cars and they can't fix them.  Plus the programming of many of the car's functions leaves alot to be desired.  I agree the the car has excellent performance but a car that frustrates you every time you drive it is not a pleasure.  Perhaps I expect too much by thinking that a $40,000 auto should have all the bugs worked out before it is put on the market but I don't think so.  Perhaps I am spoiled by Lexus but relatively speaking, this car does not meet my expectations of  $40,000 car ",The power and pickup is great and the braking in excellent. The back up camera is excellent on the large GPS screen.,Fix the bugs and get the fixes to the dealers.  Improve the defrost function.  Reprogram the computer to get rid of all the stupid things the car does.  Don't put a car on the market until the programming is complete and bug free.
5,Satisfied with purchase,JoJofive ,10/09/2009,,,5,5,5,5,,5,5,5,5,"So far, so good with the car. I didn't really know what to expect with a Korean brand car. But the Genesis has proven itself capable to me. the Car is very beautiful, a little derivative. but most people think that it is a mercedes, which is a compliment. The dealership where I purchased it was definitely an interesting experience. Some of the team members were a bit oblivious to the features of the 3.8. but I finally got a guy to help me out with some important questions. Financing the car was good. got it for about 424/month with 1.9 APR. ","Sound system is a plus. Leather dash is very pleasant to live in while driving. the back seats are extremely roomy for the kids. The kids are now spoiled and act like business clients. Really, really safe. 8 airbags and that 5 star safety rating.","extra cup-holders would be a nice adjustment. Women need to be accounted for. Like, more storage cubbies for make-up and people stuff.  More cuteness in the interior. "
3.75,2009 Genesis Review,Derrick ,10/08/2009,,,4,5,5,5,,4,1,5,1,"This is a great looking car. I got lots of compliments. But the car simply has the worst ride of any vehicle I've owned.  My Toyota Camry rides way better.  I'm going for the second time to the dealer to see if anything can be done, but I'm not confident.  I can't see myself driving this car for three years-I'd get rid of it tomorrow if I could. Very, very disappointing.",Looks.,Fix the suspension.  Apparently there are quite a few people out there who have the same problem.
3.25,Bad electrical system,hs ,09/29/2009,,,3,4,4,2,,4,3,3,3,"Started having electrical problems within four months. Battery completely dicharges if vehicle is not used for 72 hours. Dealership has replaced battery numerous times and they can not figure out the problem. Changecd the radio/CD head unit for malfunction.Replaced the central console  for malfunction. Seats are too small and stiff. Front passenger seat has very few adjustments. Air conditioning is not adequate for hot weather particularly when using in auto mode. CD functions are limited. CD does not change automatically from one disc to the next. The data stored in the memory, like phone numbers etc., are lost if you disconect the battery.","Power, speed, handling.Exterior styling",Front seats and out side mirrors need to be improved. Seats are too stiff. Auto folding outside mirrors.Suspension needs to be slightly softer
4.875,6 Month review of my Genesis,Daniel ,09/21/2009,,,5,5,5,5,,5,5,4,5,"See my original review "" Instant Classic"" on 04/21/09.  I've now own my Genesis 3.8 Tech for nearly 6 months. No problems so far, fit, finish, ride remains top notch. The exterior design is even better than first thought while the mileage slightly less (lots of city driving) than before. The integrated bluetooth is used extensively and all autos should have them for safety in today's cell phone culture. The navigation even easier to use once you know all the short cuts  I've had no problems with the suspension and the ride remains a nice balance between soft and hard.  Never a day goes by that someone takes a noticeable interest in my Genesis, This automobile is special!!!!!","Lexicon 7.1 DVD sound system. HD/XM radio. Incredible night vision with adaptive headlights. Interior design remains impressive. The interface has been outstanding (bluetooth, voice command etc.) Cooled front driver seat and the A/C is impressive (live in S. Florida). Still quiet, quiet, quiet!!!!","Cool the front passenger seat. The DVD will soon be allowed to play during driving for passengers (tech as already been developed for this).  Make Genesis a sub luxury brand. All Genesis should be sold with wings on hood, trunk and wheels. This makes the Genesis stand out by itself."
5,Pleasant Surprise,Ledee131 ,09/19/2009,,,5,5,5,5,,5,5,5,5,"I was looking into buy a new car. I considered the Genesis brand. I changed the badge and I am happy with the car. It moves well and is comfortable. Hopefully, the car will last me for quite a while. I like the back lit controls at night. Really cool to drive in",Engine displacement and handling. I feel very confident on the road. Highway driving is really fun actually with this car,"The rims are a little plain. I suggest a better designed rim, though the rim quality is high. I like five pointed spokes."
5,Great car,Happy Owner ,09/18/2009,,,5,5,5,5,,5,5,5,5,"After 6 Months of research I bought it. Has tech pkg. Quite, solid, fast, head turner, comfort. I have no complaints about the ride.People has mistaken it for a MB, Lexus, Bentley. Would be nice if the cd player was also a automatic changer. But the XM is great.","Tech Pkg.,XM, seats, style.","cd to be auto changer, sun visor extenders."
4.875,Genesis - Truly a Beginning,genesisdriver ,09/14/2009,,,5,5,5,5,,5,5,4,5,"Incredible experience! Speed/power, luxury and incredible sound system.  Did I mention how fast it is?  Looked at LexusGS350 but have no regrets.  Car is a real head-turner.","Power, luxury, audio/nav system, styling.  The ride is excellent, handles extreme;y well in tight spots.","retractable side mirrors control, lighted home control buttons, ability to see phone book in bluetooth, remote start"
3.875,needs much improvement,senior hot rod ,09/09/2009,,,4,4,4,3,,5,3,4,4,Need hand grips on under side of steering wheel. No timer for front or rear defrosters. Sunlight washes out nav screen and rear back up camera. Need larger sun visors with side extenders. Windshield washers only spray lower windshield. Limited warranty on all electronic items. Bad blind area when drivers seat is all the way back. Need light under hood. Rear mud guards are to small. Both front seats need the same features and more thigh support. ,push button starter.smooth flow of power. rear sun shade. nav system. good gas mileage.sound system.,use better tires dunlops are rough and hard to balance. easier steering. rides like a truck.
5,"Typical Hyundai, Genius",Eddyer ,09/09/2009,,,5,5,5,5,,5,5,5,5,"No complaints whatsoever. I'm kind of a person that likes to buy based on Value. Of course, Hyundai was the ticket. though, I was a bit skeptical about the Hyundai brand, the Genesis shattered my perceptions about the brand.  I can not say how classy the car remains even after a few months of ownership. put a Genesis badge and the car is not that much different from a Bentley IMO.","Steering wheel has a nice soft touch. The stereo controls are a simple and intuitive. The amenities galore, wow. ","Change the badge to something artistic and symmetrical. though, I get the two people shaking hands thing with the Slanted H, most consumers will not get that esoteric art."
3.75,Rides too rough.,Big Bear ,09/05/2009,,,5,5,5,4,,3,3,3,2,"I bought my pre-owned 3.8 from a man who is known to be less than frugal who really ""unloaded"" this beauty upon me. It is a gorgeous car, but after I drove it 850 miles it reminds me of the gorgeous, brainy woman who can't boil water. Only the BMW 318i that I just sold rode worse. The suspension system is horrible. When the tires are cold you can feel every tar strip in the highway. The guys who designed the suspension should not be allowed to graduate fro high school this year. The steering is also numb and it becomes very tiring to be driving with the intent to find a good centerline feel and have that suspension fighting me. There is too much road noise being transmitted into the car. ","The design statement, interior feels great.",Redesign the whole suspension system. It rides about as bad as the BMW. The cup holders are too few in number and poorly placed. It could use a Bluetooth that will download my entire address book. The one in there is a bit low tech.
5,Worth every Penny,AnClybur ,09/02/2009,,,5,5,5,5,,5,5,5,5,"I got a Genesis for my wife's birthday. She couldn't be happier with the car. It was a 3.8 L with plenty of luxury accouterments. She certainly will drive this baby for the next ten years or so. It is snowy in Michigan, can this thing last in snow. well, the good thing is that the Genesis was fitted with winter tires. Hopefully, the RWD architecture will handle the icy conditions.",Navigation is a breeze to go through. the styling is classical but understated. The eight airbags and overall safety features is a + for the wife and kids.,"The seats are a little too stiff for my liking. I generally like Plush seats, as in my old American cars. But that complaint is more of a nitpick. I'd like to download more media files onto the hard disk of the onboard computer. The DVD player should play when driving."
5,Happy with Car,Wengert ,09/01/2009,,,5,5,5,5,,5,5,5,5,"I needed a new car, since I drive pretty often in the New York metropolitan area. Found this beauty of a car. the 3.6 L v6 with Technology. I can not find a negative quotient or facet where this car lacks. It's plenty big, plenty strong and comfortable for the long trips down Route 80 and I-95.",steering feel is ver precise for a Hyundai. The sensitivity of the wheel column makes the driving experience much easier. The back lit nights during long trips make it look very chic.,Heated and cooled seats for both passengers is a suggestion of mine. 
5,Beginning of a beautiful relationship,PlainJohn ,08/30/2009,,,5,5,5,5,,5,5,5,5,"You know, things aren't always what they seem. I've been driving Caddy's for a quite a while in my life time. I'm an ol timer, not too old. But I gotta say that this vehicle really took me by surprise. Seeing the way how Korea has become a modern country. I can not be surprised to see the level of development in their car manufacturing.  I got this 3.8 for about 37,500 at Iowa city. It is a great deal. It reminds me of 1988 all over again.","The general clean and acceptable interface of the car design. The outside is bent on telling a person that, I am one serious driving machine. The inside is a place of nice diversion. Where I can listen quietly to high end classical music. ","The ride, as some people say is on the stiffer end. I lowered the pressure on my tires to improve the ride. I do insist on Hyundai to listen to more customer input regarding ride comfort."
4.875,It's a great vehicle,Ver234 ,08/29/2009,,,5,5,5,4,,5,5,5,5,"got this beauty for 38,000 with the tech package. I couldn't be any happier. The thing moves and is very nice to be inside. Looking forward to future Hyundai vehicles. Especially the Equus","The heated and cooled seats: rear window shades: cup holders for back seats: luxo-like ride, especially in the back: 293 BHP: 25 MPG in the highway",the style is a little derivative. I like the Mercedes like front grill. But the back looks too much like a BMW. Get some creative S.Korean designers to draw the back end.
5,This Car is a contender,JOnstone ,08/28/2009,,,5,5,5,5,,5,5,5,5,"I got this car yesterday after test driving this vehicle. I certainly can say that the Genesis has a one of a kind personality. Though the car feels much more expensive, with luxurious appointments, the price paid was only 41,500 with all the options laid out.  ","Bluetooth for multi-tasking and a very easy navigation system. The car is very comfortable. And, the back-seat drivers feel chauffeured to their way a destination. the interior size is truly a nice thing to appreciate  Extremely safe car. ","Ummm...... Maybe I should have waited for the 2010 Genesis. Hyundai is developing a state-of-the-art 6 speed transmission which will be butter smooth. As well, as more fuel efficient. The Break Feel can improve a slight touch."
4.75,Incredible car for the money,MS1 ,08/25/2009,,,5,5,5,5,,5,5,3,5,"Have had mine for only 3 weeks but I am loving this car.  I am constantly being stopped in the parking lot to find out what kind of car it is.  It is roomy, powerful, and luxurious.  I drove Lexus E350, Infiniti M35, BMW 535 and this.  Bought the Hyundai the next week and have no regrets.  It stands out in the crowd of those cars on the road and is much less expensive.  The ride quality is excellent in my opinion.  I ride normal roads, some good and some bad, but I don't see where people are coming from in saying the ride quality is bad.  This is a helluva car.","AC seat, rear camera, Lexicon sound system is incredible, powerful engine,quick braking, telescoping headlamps.",Address book sync for bluetooth enabled phone.  Larger cup holders.
5,Homerun of a deal,Mark R ,08/21/2009,,,5,5,5,5,,5,5,5,5,"I got my 3.8 with the technology package and I can not say enough about the car. I also deflated the tire pressure to improve passenger comfort. It is interesting to hear people complain about the suspension, when in fact Hondas, Mazdas, and now fords ride give me a backache every time I drive one.  The dealership experience was solid. It felt like I was getting a luxury car at a costco. There was nothing wrong with the dealers at Hyundai. They treated me well, they knew the details about the Genesis. As well, they did not rush me or push me to make a purchase on the Hyundai.",Good interior appointments and bluetooth/Mp3 integration. The navigation system is a breeze to use. And the car is truly spacious. Good handling car with that independent five link suspension. The doors slam with a solid thud. As well the Car is very well built.,soften the ride a little bit. The Hyundai engineers should figure a way to create a 2 mode suspension system to give the option to customers for a rider's car or a lounge/cruise car.
4.875,Great All Around,gen 36 ,08/20/2009,,,5,5,5,5,,5,5,5,4,"You just can't get more car for the buck than the Genesis.  I wanted an entry full-size luxury car for a little over $30k, and so my options were limited.  Shopped against Toyota Avalon, a few Buick models, Ford Taurus, even the Hyundai azera, and there's no contest here.  Of course one can get a used Lexus or something, but I wanted a new car, plus Hyundai has the great warranty.  And even if I could afford a new Lexus es or gs, I'd much Rather save the money for gas and go with the no-name Genesis.    ","ext and int styling.  nothing original, but it's just a good looking car.  Also, the engine (v6) is powerful, quiet, and has surprisingly good fuel economy.  Also, there's just nothing pretentious about driving a genesis, and i like that.  ","Ride can be a little smoother.  rear- visibility isn't that great, but it seems like the trend these days with smaller windows."
5,Great car.,Jeannie ,08/18/2009,,,5,5,5,5,,5,5,5,5,"I really love this car.  The price was great.  I got every option you could purchase and it is alot of fun to drive.  The Nav system is superior.  I think the Nav system is overpriced but worth it for me.  The only complaint I have is about the road noise.  I could really tell the difference between this car and my old car when I went thru the car wash.  It was much louder.  My old car was a Lincoln LS. To get a comparable Lincoln I would have had to spend about $10,000 more.   ",Nav system is great and very very easy to learn.  Headlights turn with me.  Rear camera system.  I have trouble backing up any other car without it.  It is amazing how fast you get use to it.  Interior colors get many compliments. (black and brown) Car price was great.,Sun visors feel cheap.  Less road noise.  Everything else is great!
4.125,SUSPENSION is the PROBLEM,kidulan ,08/10/2009,,,5,5,4,4,,4,3,4,4,"I just got my car on Aug 6th 2009 (Manufactured date: July 7th 2009).  In general, I love this car lots.  Only thing that ruins this car is its suspension.  It is fun to drive but it is NOT COMFORTABLE with its crappy suspension design.  The 7-speaker system is good.  And trunk, glove box and handrest box are big but no partition at all.  There is no way to organize the items, quite a mess.  Many people starred the car while driving.  And it brings some talks with friends and strangers while parking.  Water came into trunk when open.  Please and Please fix the suspension in all effort for the pioneer (who bought the first year Genesis) as the compensation.","1. HID 2. The look (inside and outside) 3. Super Quiet, loved it so much (Hope no rattles in future) 4. Cheap Insurance (bcos it is hyundai I guess) 5. Good value with this kinda price.","1. Hyundai should fire the Suspension design Team or at least the team lead. 2. Backseat cannot be folded 3. Water comes into Trunk when open (I don't believe it, but yah, what a dump design) 4. Back to #1, Suspension ruins the whole car comfortability. "
4.75,A Follow Up Review,AAL3 ,08/07/2009,,,5,5,5,5,,5,4,4,5," A follow up since my last review back in May. I now have 2500 miles on it and it is still doing just fine. This piece of advice may help with those complaining about the hard ride, I just spoke with my Hyundai Service Manager about softening up the ride. He told me that the car comes from the factory with a hard rubber tire, and that if it had a softer rubber tire on it, it would ride better with less bumps.  I'm not complaining, I still have all the luxury, I still have over $25,000 in my pocket vs owning one of those other high end luxury brands,its cheaper maintance, and EVERYONE STILL WALKS AROUND THE CAR ADMIRING IT. I'm just waiting on Hyundai to Appreciate us Genesis's owners ",EVERYTHING,NO PASSENGER COOLED SEATS
4.875,Incredible driving machine,nova driver ,08/05/2009,,,5,5,5,5,,5,5,4,5,"I love this car.  I was in the market for a BMW 535i (also considered Audi A6 and Infinity M35) until test driving the Genesis 4.6 with Tech package.  Power and acceleration are great, delivered smoothly and eagerly.  Handling is also very capable considering the large size of the car.  The car is extremely quiet, even with sunroof tilted, making it easy to enjoy the 17-speaker Lexicon stereo (with CD/DVD-audio player and MP3/iPod inputs).  Fit and finish is excellent, and I really like the clean, intuitive layout and controls.  Technology is well integrated and works well (Bluetooth, voice recognition, etc.).","Power and performance, quietness and refinement, fit and finish, Lexicon stereo, technology and navigation system, build quality, lots of luxury features (to many to name!)","A few minor tweaks would make this an even better car:  cooled/ventilated seat for passenger (not just driver), address book transfer over Bluetooth, and power-folding (not just power tilting) side mirrors."
3.625,High hopes now back to BMW,Mike W ,08/04/2009,,,4,4,4,1,,5,4,3,4,"Nothing but praise for the first few thousand miles then occasionally starting goes to about 400 RPM and runs rough. Had to shut down. Access steering would run halfway down and would have to manually reposition it.  Rear air would intermittently go to full hot (so much the the center console and side of the drvr seat was hot to touch). These's a tech order out on the heat but the dealer is not allowed to change the part unless they can duplicate the problem.Now the ""new"" Tau engine is knocking for the first few minutes after start indicating a possible internal lubrication problem (dealer not sure if problem). First start of the day get out and listen.",Nav system ease of operation and ride comfort. Interior fit and finish. Cockpit control locations. Sound system second to none.,Get the engineering right before putting on the mardet.
4.875,Amazing Vehicle,Tony P ,08/03/2009,,,5,5,5,5,,5,5,4,5,"I have to admit, I thought I would never buy a Hyundai but I just bought one of these and wow, I am amazed by the fit and finish of this car. I just sold my Lexus so I am used to a nice ride but this takes the cake. The way the car excellerates and handles is very impressive. I love the quality of this car both in and out. The controls are very will thought out and every one of them seems to be placed where it needs to be. I think I am going to enjoy this car for years to come - thank you Hyundai",It is all in the ride and feel of the car when driving it. The power of the engine and the quiet ride make this car worth every nickel,I do have a couple of suggestions for improvement but they are so minor they are almost not worth mentioning. The passenger seat should be height adjustable. The front cup holders should be further apart. There should be a compartment for eyeglasses. The Genesis logo and 6 CD changer on base model.
5,This car is sick!,Jennifer ,08/03/2009,,,5,5,5,5,,5,5,5,5,"Hyundai went above and beyond with this car. TOO MUCH FUN!!! For the money, there is not a better value on the market, period.  I love the  fact that this car is indeed a Hyundai, which appeals to a person like myself who wants luxury without the cliche of owning Infiniti, Mercedes, BMW, etc.  The surprise that comes with the discovery that it's a Hyundai is priceless.  I've had a few issues with the AFLS (Adaptive Front Lighting System) and she was in the shop 3 times in about 2 weeks.  Eek!  But that's been the only issue, and considering it's a production model I was expecting a lot worse.  True, it's been less than a month but I don't care, she's here to stay!","Push button start, surround sound, voice activated controls, GPS with a yellow pages built into the system so that my car can find my a hotel, restaurant, anything and just take me there; interior, sun roof, auto rear shade, exterior - I LOVE this car!",Adaptive cruise control would be a nice perk but overall this is a wonderful car.  Would be nice if the phone was able to read text messages aloud (maybe it can and I just haven't discovered it yet...)
4.5,Very Poor Suspension,fdooleysr ,08/02/2009,,,5,5,5,5,,5,4,4,3,The plain truth about the 2009 Genesis is that it has a horrible suspension and rides like an old truck. You can feel every bump in the road. I think you could run over a fishing worm and feel it. This severe defect is not immediately noticeable during a short test drive. The dealer states that this is designed into the car because it is a high performance automobile. It is fairly smooth on the interstate but it jitters and bounces over suburban streets. The ride is the most important element of a car and it fails my expectations. I'm not alone in my review of the suspension. Read the Hyundai Genesis Web site for more. The car is a beautiful car in all other aspects it is fantastic.,"The car's quietness, and the pep of the V8 engine are noteworthy.","Replace the suspension system. It will be the downfall of an otherwise fantastic automobile. It doesn't rate the title of ""North American Car of the Year"" because of its ride."
4.875,Luxury at a bargain price,Genecea ,07/31/2009,,,5,4,5,5,,5,5,5,5,"I have had my v6 3.8 purchased with all available options for 4 months (7K miles).  I love this car.  I not had any issues and it is a great value.  I am averaging 23 mpg in mixed driving.  My friends with more expensive cars (E- series, Lexus LS, etc.) cannot believe the bargain.  In fact, my boss just traded in his Infinity M45 on a v8 Genesis.  Claims he saved over $150 per month on his lease and gave up very little in luxury or performance.  ",What I like best: - Luxurious and roomy interior - The Lexicon sound system and the Tech package are absolutely awesome. - The price - Quiet ride - The Lexicon system (worth repeating- it's that good!  ,- Ability to import phonebook into bluetooth - Adaptive cruise control - blind spot monitor - put all features on the passenger seat that come with drivers seat - Adjust suspension to reduce bounce at low speeds on uneven roads - Improve the dealer experience -not on par with luxury car dealers
5,A wonderful car,Boxer ,07/28/2009,,,5,5,5,5,,5,5,5,5,"I was looking to replace my old bimmer, and I found a car that looked twice like my own. I thought it was a new bimmer. But, to my surprise, it was a Hyundai, out of all cars. That car I saw provoked me to look at the Genesis. I test drove the darn vehicle and I never looked back. I can say for certain that, like other posters, test driving the Genesis is a sure fire way take the Hyundai into your garage. ",Eerily quiet ride. I can hear a pin drop on the mat. The level of strength in the chassis makes it look like tank. But the surprising revelation is to realize the big Genesis is a hauler. And it can handle like smaller car. Something a bigger car should not be able to do.,"I agree with one of the posters here. Some people actually snickered at me, when I told them that it was a Korean Hyundai. Little do they know that Hyundai is a well respected #1 shipbuilding manufacturer. Soon they will climb in the Automotive field as well.  Change the Luxury Marque."
5,Amazing value!,John Nelms ,07/22/2009,,,5,5,5,5,,5,5,5,5,"Less expensive and more fun to drive than a Lexus GS-350. Eye-catching styling, great ride, and roomy interior, both front and rear. Shouts ""quality!"" ",GPS and sound system.,Air-condition front passenger seat and add motorized back-up mirrors and programmable front passenger seat.
5,This Car is Exceptional!!!!,Carolyn Todd ,07/21/2009,,,5,5,5,5,,5,5,5,5,"I Bought this Car the day after my birthday in April. I absolutely love this Car!! It is the best kept secret. Most people think that Mercedes,Lexes and BMW are the best, But ""No""! This Car out rides and performs these cars and other luxury cars for less than their prices for sure! I have the 6 cyl and the black on black. I love the Lexicon sound system and the comfort and quiet cabin. I am having the wings put on and drive everyone crazy! I get alot of stares now while driving. Everyone should at least test drive it! You will NOT be sorry! Check it out!!!","The push botton start,the soft leather seats,the interior design,the outside smooth lines design and so Much for the $$$$$$$",Maybe a fold down rear seat!
3.875,"Beautiful Girl, Bad Personality",Genesis380 ,07/19/2009,,,5,5,5,5,,5,1,4,1,"This car appears beautifully built and superbly appointed. It looks and feels like a $70,000 car for half the price. It exudes class and the fit and finish and appointments compete with the best in the industry.  The dark secret is that it has horrible suspension and rides like a truck. This severe defect is not immediately noticeable - the suspension has a dual personality. It is beautifully smooth on the interstate but it jitters and bounces over suburban streets. It is horrible to drive and I regret leasing it. I am deeply disappointed. A short test drive doesn't reveal the quirky suspension characteristics.  ""This beautiful girl has a bad personality"". Beauty is more than skin deep.","Everything! The way it looks, interior appointments, fit and finish, lots of features, lots of room and peppy performance with the refined V6 although it could have a more sensitive throttle. I love everything about this car, except having to drive it.","If Hyundai wants to become a serious player, they need to fix the suspension NOW. It rides like a 15 year old Ford F150. The Genesis doesn't even ride like a car, let alone a luxury car. This is why I rate the comfort and fun to drive ratings as low. Everything is so right except the suspension. "
5,A wonderful Car,Jose R ,07/18/2009,,,5,5,5,5,,5,5,5,5,I bought this car for about 42K even. And I can not say enough about this car. It has everything I would ever want and then some. I can say for sure that the engine is very powerful and the handling is great.,the Lexicon  Audio is superb quality. The quietness of the interior makes this a true luxury marque. And of course the powerful engine makes it fun to drive,Create a sport mode suspension to take advantage of the independent suspension and rear wheel drive.
3.5,LEMON  CAR,rocket dog ,07/17/2009,,,4,4,4,1,,5,3,4,3,Adding to my review of may. Transmission has abnormal metallic clunking and slapping noise. this has caused the rear end to have some gear play and gear wine.Dealer miss in formed me as to cure. Hyundai factory tech had no answers and Hyundai customer service has STIFFED ME. There are no parts or adjustments for these electronic transmission. Dealers service manger and Hyundai tech drove a new in stock car and told me this normal for rear drive cars. ,smooth flow of power  push button starter rear window shade  ,larger sun visor with side extention light under hood 
4.875,4.6 w/Tech,Tech Junkie ,07/16/2009,,,5,5,5,5,,5,5,4,5,"This car blows me away - it's worth every penny, the technology is top-notch, the interior is unbelievable.  It's quiet, comfortable, and tons of power.  My only complaint (reason for 9 in comfort) is road noise from the Dunlops and a little stiffer ride than I would have expected. Aside from this, it's still one of the quietest cars I've been in.  Wing badges are essential, but leave the flying H on if you really want to raise eyebrows. HD radio = awesome. XM = not really all that awesome after listening to HD.  Navigation works very well.  Seats are VERY comfortable for me even at 6'6"" and over 300lb. Best of all = wife loves it.",Lexicon + laminated front glass = audiophile's dream.  Gauges and trim illumination at night feels like a spaceship cockpit.  The V8 purrs...and screams - very smooth power curve. Camera and parking assist are VERY nice.,"Slightly longer delay in shifting than expected, could be a little quicker shifting.  Dunlop tires (at least the 18's) are noisy but do offer good traction. Bring on the supercharger! I saw pics of advanced settings that are not currently available (ride height, etc), make this available."
4.625,I'm Impressed,Marshall ,07/15/2009,,,5,4,5,5,,5,5,3,5,"The 4.6 Hyundai replaced my lease expired Chrysler 300 Hemi. The Hyundai is a better driving car and has more luxury features. The ride is smoother and quieter, the quietness being my first impression when I test drove the car. I don't think it has quite the acceleration of the Chrysler, but way more than enough for the traffic situations I drive in.  The Hyundai exterior design is not as impressive as the Chrysler, but the interior is beautiful. The car is loaded with a surprising amount of luxury features, for the price. The car is as roomy as the Chrysler and has as much trunk space. The seats are well designed for comfort. Driver controls and pushbottons are readily accessible.",Quiet soft ride is most impressive. I also like the electronic push-button start system that makes it very difficult to lock your key in the car.  Very important to forgetful people like me. ,Driver side rear view mirror poorly positioned. Blocks view of nearby on- coming traffic and objects. Annoying when making a left turn. Home-link button to garage door not easy to see at night. Have to turn on map light. Audio signal for parking brake release when starting car would be nice.
4.875,Elated by this car!,RJJZOhio ,07/12/2009,,,5,5,5,5,,4,5,5,5,"I can't say enough good things about this car. 8,000 miles so far and not a single problem. Performance is awesome, handling is very good and the ride, for my standards is just perfect. I have owned BMW's and a Mecedes before this car and never thought I would buy a Hyundai. Well, I don't think I'll ever waist $30K again just for the sake of a Euro label. This car is in every way that matters to me, a better car. I simply love it!","Interior design, Engine, Lexicon System","Power adustable pedals, Darker tint option for the windows. "
5,It is a very good car for the price.,Joe ,07/10/2009,,,5,5,5,5,,5,5,5,5,"You can not find a better deal than the Hyundai Genesis. I actually think that Hyundai is subsidizing this car in the United States to raise their image in North America and abroad. If people can not appreciate a 60K dollar car that is priced at just 33K dollars, what will make American customers satisfied?  ","290 BHP, Amenities like a beautiful interior, sound system, whisper quiet ride, handling prowess",The badge will not sell this car unfortunately. I do think Hyundai needs to rebrand this car to a sexy and sleek name. The badge also needs to be accentuated to promotes its own prestige in the luxury market.
5,What a GREAT car,Luvthisgenny ,07/10/2009,,,5,5,5,5,,5,5,5,5,"Have been waiting for 3 months to write this... Have had the car for over 3 months now, over 10,000KM driven already. Can't wait to drive it everyday. The acceleration is silky smooth. It has tons of power,(375HP) tons of torque, it handles GREAT! I'm amazed how good this car brakes! Interior is very upscale, fit and finish is superb. IMO, Tech package is worth it. Gotta stop putting so many positives cause you won't believe what I'm saying. Don't try this car unless you're ready to buy it. Countless times people asking me what car this is. Amazed at how many rubber necks while driving are looking at the car...I have put the winged logos in the back and front. Hyundai...GREAT job","Exterior styling, Power, V8 engine, Tech Package, Leather Seats, Brakes...GPS is very well laid out! Lexicon sound system...OMG, Bluetooth works GREAT!",Tires make too much noise. Change them. Cooled seats SHOULD be available for the passenger seat too! 
3,"Deteriorating after 10K Miles, ",NOT HAPPY ,07/09/2009,,,3,5,1,3,,3,4,4,1,I may be one of the unlucky ones.  After 10K miles rattles and creaking have started to surface and they are getting worse.  Especially one loud RATTLE from the rear end.  Doesn't sound like a $40K car any more.  My old Jeep made less noise.  Registered my issues with Hyundai.  Hope the rest of you don't wind up like me.  Killed the fun.,"You do get a lot of good features, but if you are like me, the rattles and squeaks diminish them.","Build a car that holds up.  By the way, I'm not rough on a car."
5,One Beautiful Car,Canadian Car ,07/07/2009,,,5,5,5,5,,5,5,5,5,"I bought this vehicle in Jan after looking at Lincoln, Maxima, Chrysler 300 of which I had a 2005  and it seems a million others and this one came out on top every time. I have not had to go back to the dealer once since I have bought this car and people are always asking me about it. I have the 3.8 with the premium pkg and would not change it for any other car.",I love the Push button start and entry system along with the front and rear park assist.,I wish they offered bluetooth with every model.
5,Hyundai's arrived,Dave ,07/03/2009,,,5,5,5,5,,5,5,5,5,"After researching luxury vehicles for over 8 months, I decided on the Genesis.  I bought the 4.6 with the tech package in February when they became available in my area.  Boy am I glad I bought this instead of the Lexus LS 460.  Same car for 30-40K less.  While the Lexus ride is smoother, Genesis matches most everything else.  Why pay more?  I put the Korean badging on it and enjoy watching the rubber-neckers wonder what type of car it is.",Tech package was the best of all the cars I looked at.  Sound system is everything you need.  Love having an IPOD integration that charges the IPOD as well.  Cooled drivers seat is a must in the desert. Plenty of power to zip in and out of traffic.,Need a cooled passenger seat.  Also a few issues picking up the bluetooth automatically. An automatic trunk seems to be the standard now as well.
4.875,Wat to go Hyundai,MIKLO ,06/30/2009,,,5,5,5,5,,5,5,4,5,"What a great car,although I don't think its perfect it sure is nice.Although price did enter into my decision on buying it wasn't the only item. My last car was a Cady CTS and was nice car but way overpriced IMO.I got the 6cyl Genesis after testing both I went with the 6cyl and its got plenty of power 4me.I got the package that has everything except backup cam and GPS,4me it wasn't worth the extra money.I find this car so much fun to drive and am amazed at how many ppl stop me and ask questions,I could be a salesman due to my high praise for this car.After buying cars for  40 years this is the first car I have been so fired up about.Cant say enough good things and only have very minor dislikes. ","Really hard to say but I guess comfort,style,and sound system is tops.",I live in Arizona desert so maybe a higher fan speed on AC. Although the suspension is OK if it was a bit tighter may be improvement.
